Type,Price,Bedrooms,Bathrooms,Area,Furnished,Compound,Payment_Option,Delivery_Date,Delivery_Term,City,Description,Security,Balcony,Private_Garden,Pets_Allowed,Covered_Parking,Maids_Room,Electricity_Meter,Natural_Gas,Landline,Pool,Central_heating,Built_in_Kitchen_Appliances,Elevator
Town House,7100000.0,2,2,210,No,Unknown,Cash or Installment,Unknown,Unknown,New Cairo - El Tagamoa,تاون فيلا210م للبيع في كومبوند راقي بتقسيط ع8سنين بالقاهرة الجديدة,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Avilable,Avilable,Not Avilable
Stand Alone Villa,17000000.0,4,4,"1,250",No,Madinaty,Cash,Unknown,Finished,Madinaty,فيلا لقطة لَلَبّـــــــيـــــــّــع بّــآرقــــــي بمدينتى,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable
Twin House,7350000.0,4,3,332,No,Layan,Cash,Ready to move,Not Finished,New Cairo - El Tagamoa,"Layan 
Twin house 
BUA 287m
Land 332m
Semi finished",Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Town House,4700000.0,5,4,429,No,Unknown,Cash,Ready to move,Semi Finished,6th of October,فيلا تاون هاوس كورنر 429م للبيع بكمبوند جاردن سيتي العبد موقع مميز جدا,Avilable,Not Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,14000000.0,4,5,372,No,Hyde Park New Cairo,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa,Stand Alone for sale in Hyde Park,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable
Twin House,7500000.0,4,6,310,No,Zayed 2000,Cash,Ready to move,Finished,Sheikh Zayed,Z4 فيلا للبيع في الشيخ زايد كمبوند زايد 2000 امام اركان بلازا,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable
Stand Alone Villa,7000000.0,4,4,645,Unknown,Unknown,Cash or Installment,Ready to move,Finished,Obour City,ڤيلا للبيع بمدينة العبور بالحى السادس ڤيلات,Not Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Town House,820000.0,4,3,200,No,Kayan,Cash or Installment,2024,Core & Shell,Sheikh Zayed,فيلا تاون هاوس كورنر نص تشطيب للبيع بكمبوند كيان kayan بالتقسيط,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Avilable
Town House,6200000.0,4,4,285,Unknown,EL Patio 5,Unknown,Unknown,Finished,Shorouk City,تاون هاوس | بحديقه | تشطيب كامل - الترا سوبر لوكس,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,12700000.0,4,4,378,No,Hyde Park New Cairo,Cash,Ready to move,Finished,New Cairo - El Tagamoa,فيلا كلاسيك للبيع هايد بارك التجمع بسعر مغرى ومكان حيوى جد,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Town House,4500000.0,3,3,230,No,Madinaty,Cash or Installment,Ready to move,Not Finished,Madinaty,فيلا نموذج  ii  للبيع على مجرى السيل بمدينتي سعر لقطة //A,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Avilable
Town House,200000.0,3,3,165,No,2020 Compound,Cash or Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa,امتلك فيلا بمقدم يبدأ من 200 الف بالقاهره الجديده,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Twin House,2058900.0,4,4,374,Unknown,Palm hills golf extension,Cash or Installment,Ready to move,Semi Finished,Sheikh Zayed,ready to move twin house in GOLF EXTENTION  palm hills over 6 years,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,11500000.0,4,4,558,Unknown,Palm Hills Katameya Extension,Cash,Unknown,Semi Finished,New Cairo - El Tagamoa,Palm hills extension pk2-Stand alone X -corner villa-Open view,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,17300000.0,6,6,520,No,Palm Hills New Cairo,Cash or Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa,فيلا مستقله في بالم هيلز القاهرة الجديدة Palm Hills New Cairo استلام,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Avilable
Stand Alone Villa,2657023.0,4,4,227,Unknown,Mountain View - October Park,Cash or Installment,Ready to move,Semi Finished,Sheikh Zayed,ready to move ivilla in October park mountain view Over 5years,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,16000000.0,5,3,330,Yes,New Giza,Cash,Ready to move,Finished,6th of October,2 فيلا مستقلة - منطقة 1 - نيو جيزة,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Avilable,Not Avilable
Twin House,3125000.0,4,3,380,Unknown,Unknown,Unknown,Unknown,Unknown,Sheikh Zayed,فيلا توين هاوس استلام فورى (جولف اكستنشن)قسط5سنين,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Twin House,9000000.0,4,4,340,Unknown,Hyde Park New Cairo,Cash,Ready to move,Core & Shell,New Cairo - El Tagamoa,للبيع توين هاوس كلاسيك مميز 305م بكمبوند هايد بارك التجمع الخامس,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable
Twin House,9000000.0,6,6,400,Yes,Meadows Park,Cash,Ready to move,Finished,Sheikh Zayed,توين هاوس للبيع بكمبوند ميدوز بارك الشيخ زايد تشطيب مودرن بالكامل,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Not Avilable
Stand Alone Villa,13000000.0,4,4,580,No,Villette,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa,فيلا منفصلة للبيع بكمبوند فيليت التجمع الخامس استلام فوري villette,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,15000000.0,5,4,660,No,Les Rois,Cash,Ready to move,Core & Shell,New Cairo - El Tagamoa,امتلك فيلتك 660 م استلام فورى  بالقاهرة الجديدة موقع ميز,Avilable,Avilable,Not Avilable,Avilable,Avilable,Not Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Twin House,11800000.0,4,4,350,No,El Karma 4,Installment,Ready to move,Not Finished,Sheikh Zayed,بمقدم 25% استلم فيلتك على اعلى تبه بالشيخ زايد . 3,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable
Town House,4300000.0,3,3,200,No,Kayan,Cash or Installment,Unknown,Semi Finished,Sheikh Zayed,تاون هاوس للبيع بمساحه 200م  امام كمبوند ماونتن ڤيو بتقسيط علي 5 سنوات,Avilable,Avilable,Avilable,Not Avilable,Avilable,Not Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Town House,7200000.0,3,3,172,No,O West,Installment,Unknown,Unknown,Sheikh Zayed,فيلا للبيع في اويست من اوراسكوم بجوار مول مصر بمقدم 360 الف وقسط 9سنين,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,7500000.0,5,4,720,No,Unknown,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa,فيلا للبيع بالقرب من الجامعة الأمريكية فى كمبوند جنتى دبل فيس بحري,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,5300000.0,5,4,325,No,Moon Valley,Cash,Ready to move,Semi Finished,New Cairo - El Tagamoa,فيلا توين هاوس للبيع بكمبوند مون قالي 2 فيو ممتاز وسعر حصري moon vally,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Twin House,9000000.0,4,4,523,No,Unknown,Cash,Ready to move,Finished,Sheikh Zayed,"""فيلا ميجا توين للبيع في كمبوند جرينز greens في مدينة الشيخ زايد",Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,13120000.0,5,4,396,Unknown,El Patio,Cash or Installment,Ready to move,Unknown,Sheikh Zayed,فيلا مستقلة في قلب الشيخ زايد استلام فوري بالقسط . .,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable
Town House,6000000.0,4,4,216,No,El Karma 4,Cash or Installment,soon,Semi Finished,Sheikh Zayed,فيلا بالكارما بالشيخ زايد على 7 سنوات بمقدم 10%,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,4600000.0,4,4,260,No,Sarai,Cash or Installment,soon,Not Finished,Sheraton,Svilla *بالتقسيط* حتى 8 سنوات و مقدم 5 % فقط كمبوند سراي بجوار مدينتي,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable
Town House,7169401.0,3,3,194,No,Taj City,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa,فيلا Townhouse بتقسيط علي 8 سنين في القاهرة الجديدة كمبوند تاج فيل,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Avilable,Not Avilable
Stand Alone Villa,20000000.0,4,4,441,No,Madinaty,Cash,Ready to move,Finished,Madinaty,فيلا للبيع في مدينتي نم U تطل عل البحيرات و الجولف,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable
Twin House,1000000.0,3,4,231,Unknown,The Crown,Cash or Installment,Ready to move,Unknown,Sheikh Zayed,بمقدم 10% استلم فيلتك فوري امام هايبر وان بأرقي كمبوند بالشيخ زايد,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,10500000.0,4,3,470,No,Rehab City,Cash,Ready to move,Finished,Rehab City,فيلا تشطيب سوبر لوكس نموذج U بحمام سباحه خاص,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable
Stand Alone Villa,1200000.0,5,5,450,No,Fifth Square,Cash or Installment,soon,Finished,New Cairo - El Tagamoa,امتلك فيلا متشطبة في المراسم بمقدم 5% اقساط حتي 2030,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable
Stand Alone Villa,950000.0,4,2,"1,200",No,Unknown,Cash or Installment,Ready to move,Semi Finished,Sheikh Zayed,امتداد الشيخ ذايد (سفنكس),Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable
Twin House,4512419.0,4,4,247,No,IL Bosco,Installment,Ready to move,Not Finished,New Capital City,توين هاوس البوسكو العاصمة Twin House for sale in IL Bosco New Capital,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Town House,1980000.0,4,4,246,Unknown,Unknown,Cash or Installment,Unknown,Finished,Sheikh Zayed,فيلا تاون للبيع 246م - متشطبه بمقدم 20% امام جامعه القاهره الشيخ زايد,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable
Stand Alone Villa,9450000.0,5,4,364,No,Al Burouj,Cash,Ready to move,Finished,Shorouk City,فيلا متشطبة بكمبوند البروج الشروق بمقدم و اقساط el berouj,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable
Town House,6305000.0,3,2,312,No,Cleopatra Palace,Cash or Installment,Ready to move,Finished,Shorouk City,استلم فورا من خلال معرضنا فيلا متشطبه بالكامل في الشروق باقل مقدم وسعر,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Town House,9250000.0,3,3,337,No,Dyar,Cash,Ready to move,Finished,New Cairo - El Tagamoa,فيلا تاون هاوس كورنر متشطبة من المالك للبيع بكمبوند ديار بارك dyar,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,14000000.0,5,5,378,Unknown,Palm Hills Katameya Extension,Cash,Unknown,Unknown,New Cairo - El Tagamoa,فيلا موقع مميز على لاندسكيب بالم هيلز القطامية | PK2,Avilable,Avilable,Avilable,Not Avilable,Avilable,Not Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,8000000.0,5,5,300,Yes,Unknown,Cash,Ready to move,Finished,Hurghada,فيلا مفروشة بمنطقة االهلال لها حديقة خاصة,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Avilable,Avilable,Not Avilable
Town House,9500000.0,4,4,206,No,Azzar,Cash or Installment,Unknown,Semi Finished,New Cairo - El Tagamoa,تاون هاوس في كمبوند أزارAzzar  في التجمع الخامس الجولدن سكوير,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Avilable
Twin House,1346000.0,4,4,346,No,Palm Hills New Cairo,Installment,Ready to move,Semi Finished,New Cairo - El Tagamoa,مقدم 10% واستلم فوري توين هاوس 346 م في كمبوند بالم هيلز وقسط ٨ سنوات,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,14959235.0,6,5,762,No,El Karma 4,Cash or Installment,Ready to move,Semi Finished,Sheikh Zayed,عيش فى خصوصيه تامه و إستلم فيلتك فورا داخل كمبوند الكارما 4 بمقدم 25%,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Town House,6500000.0,3,3,200,No,Unknown,Cash,Unknown,Finished,Rehab City,لقطه للبيع بالرحاب فيلا تاون هاوس نموذج A بسعر مميز جدا,Avilable,Avilable,Not Avilable,Avilable,Not Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Stand Alone Villa,9000000.0,4,4,420,No,Mountain View iCity,Cash,Ready to move,Not Finished,New Cairo - El Tagamoa,for sale villa stand alone at Mountain view Icity new cairo,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
Twin House,4700000.0,4,4,256,No,Unknown,Installment,2024,Core & Shell,Sheikh Zayed,ڤيلا توين هاوس في الشيخ زايد بمقدم 5% و أقساط لـ 7 سنين,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Avilable,Not Avilable,Not Avilable,Not Avilable
Town House,6000000.0,3,3,230,No,Unknown,Cash,Ready to move,Finished,Rehab City,آرخص فيلا للبيع في مدينه الرحاب رباعي نموزج A رحاب واحد قريبه من مول1,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable,Not Avilable
